name,handedness,height,weight,avg,HR,name_clean,last_name
Don Hahn,R,73,180,0.236,7,Don Hahn,Hahn
Todd Cruz,R,72,175,0.22,34,Todd Cruz,Cruz
Tom Egan,R,76,218,0.2,22,Tom Egan,Egan
Bob Heise,R,72,175,0.247,1,Bob Heise,Heise
Tommy Harper,R,69,165,0.257,146,Tommy Harper,Harper
Joe Wallis,B,71,180,0.244,16,Joe Wallis,Wallis
Max Alvis,R,71,185,0.247,111,Max Alvis,Alvis
Rico Carty,R,75,200,0.299,204,Rico Carty,Carty
Mike Cubbage,L,72,180,0.258,34,Mike Cubbage,Cubbage
Les Straker,R,73,193,0,0,Les Straker,Straker
Merritt Ranew,L,71,170,0.247,8,Merritt Ranew,Ranew
Lyman Bostock,L,73,180,0.311,23,Lyman Bostock,Bostock
Damaso Garcia,R,73,165,0.283,36,Damaso Garcia,Garcia
Don Kainer,R,75,205,0,0,Don Kainer,Kainer
Don Gordon,R,73,175,0,0,Don Gordon,Gordon
Roy Howell,L,73,190,0.261,80,Roy Howell,Howell
Boog Powell,L,76,230,0.266,339,Boog Powell,Powell
Sandy Wihtol,R,73,195,0,0,Sandy Wihtol,Wihtol
Sonny Siebert,R,75,190,0.173,12,Sonny Siebert,Siebert
Jeff Richardson,R,75,185,0,0,Jeff Richardson,Richardson
Bobby Darwin,R,74,190,0.251,83,Bobby Darwin,Darwin
Dennis DeBarr,L,74,190,0,0,Dennis DeBarr,DeBarr
Dan Driessen,L,71,187,0.267,153,Dan Driessen,Driessen
Bruce Miller,R,73,185,0.246,1,Bruce Miller,Miller
Bob Bailor,R,71,170,0.264,9,Bob Bailor,Bailor
Tommy Helms,R,70,165,0.269,34,Tommy Helms,Helms
Tony Armas,R,71,182,0.252,251,Tony Armas,Armas
Willie Horton,R,71,209,0.273,325,Willie Horton,Horton
Lou Piniella,R,72,182,0.291,102,Lou Piniella,Piniella
Butch Hobson,R,73,193,0.248,98,Butch Hobson,Hobson
John Wathan,R,74,205,0.262,21,John Wathan,Wathan
Hal King,L,73,200,0.214,24,Hal King,King
Mike Krukow,R,77,205,0.193,5,Mike Krukow,Krukow
Andres Mora,R,72,180,0.223,27,Andres Mora,Mora
Barry Foote,R,75,205,0.23,57,Barry Foote,Foote
Ed Ott,L,70,190,0.259,33,Ed Ott,Ott
Alan Wiggins,B,74,160,0.259,5,Alan Wiggins,Wiggins
Ron Clark,R,70,175,0.189,5,Ron Clark,Clark
Jay Pettibone,R,76,182,0,0,Jay Pettibone,Pettibone
Glen Cook,R,71,180,0,0,Glen Cook,Cook
Julio Gotay,R,72,180,0.26,6,Julio Gotay,Gotay
Gary Alexander,R,74,195,0.23,55,Gary Alexander,Alexander
Andre Thornton,R,75,200,0.254,253,Andre Thornton,Thornton
Bob Oliver,R,75,205,0.256,94,Bob Oliver,Oliver
Bill Castro,R,71,170,0,0,Bill Castro,Castro
Ed Hodge,L,74,192,0,0,Ed Hodge,Hodge
Tom Buskey,R,75,200,0,0,Tom Buskey,Buskey
Bruce Taylor,R,72,178,0,0,Bruce Taylor,Taylor
Stan Thomas,R,74,185,0,0,Stan Thomas,Thomas
Bob Robertson,R,73,195,0.242,115,Bob Robertson,Robertson
Larry Monroe,R,76,200,0,0,Larry Monroe,Monroe
Roger Slagle,R,75,190,0,0,Roger Slagle,Slagle
Ollie Brown,R,74,178,0.265,102,Ollie Brown,Brown
Jim Campbell,L,71,175,0,0,Jim Campbell,Campbell
Frank Quilici,R,73,170,0.214,5,Frank Quilici,Quilici
Curt Kaufman,R,74,175,0,0,Curt Kaufman,Kaufman
Joe Pepitone,L,74,185,0.258,219,Joe Pepitone,Pepitone
Steve Barber,L,72,195,0.115,5,Steve Barber,Barber
De Wayne Vaughn,R,71,180,0,0,De Wayne Vaughn,Vaughn
Norm Miller,L,70,185,0.238,24,Norm Miller,Miller
Bob Galasso,L,73,205,0,0,Bob Galasso,Galasso
Rich Wortham,R,72,185,0,0,Rich Wortham,Wortham
Bob Chance,L,74,196,0.261,24,Bob Chance,Chance
Julio Cruz,B,69,165,0.237,23,Julio Cruz,Cruz
Bill Sample,R,69,175,0.272,46,Bill Sample,Sample
Juan Nieves,L,75,175,0,0,Juan Nieves,Nieves
Mike Bacsik,R,74,180,0,0,Mike Bacsik,Bacsik
Craig Kusick,R,75,210,0.235,46,Craig Kusick,Kusick
Rudy Meoli,L,69,165,0.212,2,Rudy Meoli,Meoli
Ruppert Jones,L,70,170,0.25,147,Ruppert Jones,Jones
Glenn Hoffman,R,73,175,0.242,23,Glenn Hoffman,Hoffman
Russ Gibson,R,73,195,0.228,8,Russ Gibson,Gibson
Phil Huffman,R,74,180,0,0,Phil Huffman,Huffman
Terry Francona,L,73,190,0.274,16,Terry Francona,Francona
John Bateman,R,75,210,0.23,81,John Bateman,Bateman
Luis Pujols,R,74,175,0.193,6,Luis Pujols,Pujols
Joe Gaines,R,73,190,0.241,21,Joe Gaines,Gaines
Doug Rader,R,74,208,0.251,155,Doug Rader,Rader
Mickey Stanley,R,73,185,0.248,117,Mickey Stanley,Stanley
Steve Brown,R,77,200,0,0,Steve Brown,Brown
Rick Lysander,R,74,190,0,0,Rick Lysander,Lysander
Phil Bradley,R,72,185,0.286,78,Phil Bradley,Bradley
Winston Llenas,R,70,165,0.23,3,Winston Llenas,Llenas
Charlie Moore,R,71,180,0.261,36,Charlie Moore,Moore
Ralph Garr,L,71,185,0.306,75,Ralph Garr,Garr
Tommy John,R,75,180,0.157,5,Tommy John,John
Bruce Benedict,R,73,175,0.242,18,Bruce Benedict,Benedict
John Ellis,R,74,225,0.262,69,John Ellis,Ellis
Wes Parker,B,73,180,0.267,64,Wes Parker,Parker
Mel Stottlemyre,R,72,190,0,0,Mel Stottlemyre2,Stottlemyre
David Green,R,75,170,0.268,31,David Green,Green
Reid Nichols,R,71,165,0.266,22,Reid Nichols,Nichols
Rick Reichardt,R,75,210,0.261,116,Rick Reichardt,Reichardt
Luis Tiant,R,72,180,0.164,5,Luis Tiant,Tiant
Alex Sanchez,R,74,185,0,0,Alex Sanchez,Sanchez
Broderick Perkins,L,70,180,0.271,8,Broderick Perkins,Perkins
Leon Roberts,R,75,200,0.267,78,Leon Roberts,Roberts
Ray Burris,R,77,200,0.151,1,Ray Burris,Burris
Len Gabrielson,L,76,210,0.253,37,Len Gabrielson,Gabrielson
Johnny Edwards,L,76,220,0.242,81,Johnny Edwards,Edwards
Paul Wilmet,R,71,170,0,0,Paul Wilmet,Wilmet
Tom Grieve,R,74,190,0.249,65,Tom Grieve,Grieve
Bruce Ellingsen,L,72,180,0,0,Bruce Ellingsen,Ellingsen
Bob Forsch,R,76,200,0.213,12,Bob Forsch,Forsch
Gorman Heimueller,L,76,195,0,0,Gorman Heimueller,Heimueller
Danny Cater,R,72,170,0.276,66,Danny Cater,Cater
Bill Schroeder,R,74,200,0.24,61,Bill Schroeder,Schroeder
Clay Dalrymple,L,72,190,0.233,55,Clay Dalrymple,Dalrymple
Carlos May,L,71,200,0.274,90,Carlos May,May
Reggie Smith,B,72,180,0.287,314,Reggie Smith,Smith
Ron Reed,R,78,215,0.158,0,Ron Reed,Reed
Fred Howard,R,75,190,0,0,Fred Howard,Howard
Davey Johnson,R,73,170,0.261,136,Davey Johnson,Johnson
Ellis Valentine,R,76,205,0.278,123,Ellis Valentine,Valentine
Roy White,B,70,160,0.271,160,Roy White,White
Mike Brumley,L,70,195,0.229,5,Mike Brumley,Brumley
Al Luplow,L,70,175,0.235,33,Al Luplow,Luplow
John Hoover,R,74,190,0,0,John Hoover,Hoover
Dick Allen,R,71,187,0.292,351,Dick Allen,Allen
Doug Ault,R,75,200,0.236,17,Doug Ault,Ault
Mark Wagner,R,72,165,0.243,3,Mark Wagner,Wagner
Mike Walters,R,77,203,0,0,Mike Walters,Walters
Willie Stargell,L,74,188,0.282,475,Willie Stargell,Stargell
Steve Carlton,L,76,210,0.201,13,Steve Carlton,Carlton
Jake Wood,R,73,163,0.25,35,Jake Wood,Wood
Del Unser,L,73,180,0.258,87,Del Unser,Unser
Bob Brower,R,71,185,0.242,17,Bob Brower,Brower
Ray Culp,R,72,200,0.123,1,Ray Culp,Culp
Ivan Murrell,R,74,195,0.236,33,Ivan Murrell,Murrell
Lee Mazzilli,B,73,180,0.259,93,Lee Mazzilli,Mazzilli
Garth Iorg,R,71,170,0.258,20,Garth Iorg,Iorg
Alan Ashby,B,74,185,0.245,90,Alan Ashby,Ashby
Bob Brenly,R,74,210,0.247,91,Bob Brenly,Brenly
Ron Blomberg,L,73,195,0.293,52,Ron Blomberg,Blomberg
Jim Rooker,R,72,195,0.201,7,Jim Rooker,Rooker
Tim Blackwell,B,71,170,0.228,6,Tim Blackwell,Blackwell
Colby Ward,R,74,185,0,0,Colby Ward,Ward
Jerry Morales,R,70,155,0.259,95,Jerry Morales,Morales
Davey Lopes,R,69,170,0.263,155,Davey Lopes,Lopes
Catfish Hunter,R,72,190,0.226,6,Catfish Hunter,Hunter
Mario Soto,R,72,174,0.132,1,Mario Soto,Soto
Jimmy Wynn,R,70,160,0.25,291,Jimmy Wynn,Wynn
Hank Allen,R,72,190,0.241,6,Hank Allen,Allen
Jim Fregosi,R,73,190,0.265,151,Jim Fregosi,Fregosi
Pepe Frias,R,70,159,0.24,1,Pepe Frias,Frias
Mike Schmidt,R,74,195,0.267,548,Mike Schmidt,Schmidt
Willie Montanez,L,72,170,0.275,139,Willie Montanez,Montanez
Rey Quinones,R,71,160,0.243,29,Rey Quinones,Quinones
Mike Squires,L,71,185,0.26,6,Mike Squires,Squires
Champ Summers,L,74,205,0.255,54,Champ Summers,Summers
Chuck Porter,R,75,187,0,0,Chuck Porter,Porter
Bert Campaneris,R,70,160,0.259,79,Bert Campaneris,Campaneris
Bobby Valentine,R,70,189,0.26,12,Bobby Valentine,Valentine
Rob Andrews,R,72,185,0.251,3,Rob Andrews,Andrews
Tom Haller,L,76,195,0.257,134,Tom Haller,Haller
Tom Dozier,R,74,190,0,0,Tom Dozier,Dozier
Ed Stroud,L,71,180,0.237,14,Ed Stroud,Stroud
Ron Swoboda,R,74,195,0.242,73,Ron Swoboda,Swoboda
Harry Spilman,L,73,180,0.237,18,Harry Spilman,Spilman
Bob Barton,R,72,175,0.226,9,Bob Barton,Barton
Daryl Sconiers,L,74,185,0.265,15,Daryl Sconiers,Sconiers
Joe Torre,R,74,212,0.297,252,Joe Torre,Torre
Al Ferrara,R,73,200,0.259,51,Al Ferrara,Ferrara
Rick Steirer,R,76,200,0,0,Rick Steirer,Steirer
Sixto Lezcano,R,70,165,0.271,148,Sixto Lezcano,Lezcano
Al Lachowicz,R,75,198,0,0,Al Lachowicz,Lachowicz
Dave Nicholson,R,74,215,0.212,61,Dave Nicholson,Nicholson
Freddie Patek,R,65,148,0.242,41,Freddie Patek,Patek
Ken Hubbs,R,74,175,0.247,14,Ken Hubbs,Hubbs
Pepe Mangual,R,70,157,0.242,16,Pepe Mangual,Mangual
Leron Lee,L,72,196,0.25,31,Leron Lee,Lee
Tom McCarthy,R,72,180,0,0,Tom McCarthy,McCarthy
Steve Ontiveros,B,72,185,0.274,24,Steve Ontiveros,Ontiveros
Willie Davis,L,74,180,0.279,182,Willie Davis,Davis
Tom Lawless,R,71,170,0.207,2,Tom Lawless,Lawless
Jerry Moses,R,75,210,0.251,25,Jerry Moses,Moses
Bobby Bonds,R,73,190,0.268,332,Bobby Bonds,Bonds
Dave McNally,R,71,185,0.133,9,Dave McNally,McNally
Darrell Brown,B,72,184,0.274,1,Darrell Brown,Brown
Roy Foster,R,72,185,0.253,45,Roy Foster,Foster
Denis Menke,R,72,185,0.25,101,Denis Menke,Menke
Hal Breeden,R,74,200,0.243,21,Hal Breeden,Breeden
Manny Trillo,R,73,150,0.263,61,Manny Trillo,Trillo
Jackie Gutierrez,R,71,175,0.237,4,Jackie Gutierrez,Gutierrez
Jerry Kenney,L,73,170,0.237,7,Jerry Kenney,Kenney
Fred Kendall,R,73,185,0.234,31,Fred Kendall,Kendall
Mike Anderson,R,74,200,0.246,28,Mike Anderson,Anderson
Jim Lewis,R,75,190,0,0,Jim Lewis,Lewis
Joe Charboneau,R,74,205,0.266,29,Joe Charboneau,Charboneau
Jimmie Schaffer,R,69,170,0.223,11,Jimmie Schaffer,Schaffer
Junior Kennedy,R,71,175,0.248,4,Junior Kennedy,Kennedy
Wilbur Howard,B,74,170,0.25,6,Wilbur Howard,Howard
Rod Gilbreath,R,74,180,0.248,14,Rod Gilbreath,Gilbreath
Mark Brouhard,R,73,210,0.259,25,Mark Brouhard,Brouhard
Dan Morogiello,L,73,200,0,0,Dan Morogiello,Morogiello
Mike Young,B,74,195,0.247,72,Mike Young,Young
Chris Speier,R,73,175,0.246,112,Chris Speier,Speier
Gene Michael,B,74,183,0.229,15,Gene Michael,Michael
Vic Harris,B,71,165,0.217,13,Vic Harris,Harris
Mike Fischlin,R,73,165,0.22,3,Mike Fischlin,Fischlin
Don Money,R,73,170,0.261,176,Don Money,Money
Joe Rudi,R,74,200,0.264,179,Joe Rudi,Rudi
Jim Rice,R,74,200,0.298,382,Jim Rice,Rice
Shawn Holman,R,74,185,0,0,Shawn Holman,Holman
Alan Wirth,R,76,190,0,0,Alan Wirth,Wirth
Gil Garrido,R,69,150,0.237,1,Gil Garrido,Garrido
Marty Perez,R,71,160,0.246,22,Marty Perez,Perez
Tom Matchick,L,73,173,0.215,4,Tom Matchick,Matchick
Jack Perconte,L,70,160,0.27,2,Jack Perconte,Perconte
Ed Kirkpatrick,L,71,195,0.238,85,Ed Kirkpatrick,Kirkpatrick
Jerry Grote,R,70,185,0.252,39,Jerry Grote,Grote
Ellie Hendricks,L,73,175,0.22,62,Ellie Hendricks,Hendricks
Jim Beauchamp,R,74,190,0.231,14,Jim Beauchamp,Beauchamp
Terry Wilshusen,R,74,210,0,0,Terry Wilshusen,Wilshusen
Tito Fuentes,B,71,175,0.268,45,Tito Fuentes,Fuentes
Ron Brand,R,67,167,0.239,3,Ron Brand,Brand
Leo Cardenas,R,71,150,0.257,118,Leo Cardenas,Cardenas
Art Shamsky,L,73,168,0.253,68,Art Shamsky,Shamsky
Steve Ellsworth,R,80,220,0,0,Steve Ellsworth,Ellsworth
Ron Cey,R,70,185,0.261,316,Ron Cey,Cey
Skip Jutze,R,71,190,0.215,3,Skip Jutze,Jutze
Butch Wynegar,B,73,190,0.255,65,Butch Wynegar,Wynegar
Ron LeFlore,R,72,200,0.288,59,Ron LeFlore,LeFlore
Bill Russell,R,72,175,0.263,46,Bill Russell,Russell
Gene Tenace,R,72,190,0.241,201,Gene Tenace,Tenace
Bubba Morton,R,70,175,0.267,14,Bubba Morton,Morton
Ellie Rodriguez,R,71,185,0.245,16,Ellie Rodriguez,Rodriguez
Darrel Chaney,B,74,188,0.217,14,Darrel Chaney,Chaney
Dick Nen,L,74,200,0.224,21,Dick Nen,Nen
Bryan Kelly,R,74,195,0,0,Bryan Kelly,Kelly
Bill Freehan,R,75,203,0.262,200,Bill Freehan,Freehan
Steve Nicosia,R,70,185,0.248,11,Steve Nicosia,Nicosia
Ted Savage,R,73,185,0.233,34,Ted Savage,Savage
Pete Mackanin,R,74,190,0.226,30,Pete Mackanin,Mackanin
Rich Dauer,R,72,180,0.257,43,Rich Dauer,Dauer
Mick Kelleher,R,69,176,0.213,0,Mick Kelleher,Kelleher
Rowland Office,L,72,170,0.259,32,Rowland Office,Office
Rick Leach,L,73,180,0.268,18,Rick Leach,Leach
Dwayne Murphy,L,73,185,0.246,166,Dwayne Murphy,Murphy
Larry Harlow,L,74,185,0.248,12,Larry Harlow,Harlow
Mike Epstein,L,75,230,0.244,130,Mike Epstein,Epstein
Jerry Mumphrey,B,74,185,0.289,70,Jerry Mumphrey,Mumphrey
Don Sutton,R,73,185,0.144,0,Don Sutton,Sutton
Glenn Beckert,R,73,190,0.283,22,Glenn Beckert,Beckert
Ron Davis,R,72,175,0.233,10,Ron Davis,Davis
Mike Shannon,R,75,195,0.255,68,Mike Shannon,Shannon
Jason Thompson,L,76,200,0.261,208,Jason Thompson,Thompson
Wayne Tolleson,B,69,160,0.241,9,Wayne Tolleson,Tolleson
John Leister,R,74,200,0,0,John Leister,Leister
Don Cooper,R,73,185,0,0,Don Cooper,Cooper
Mike Jorgensen,L,72,195,0.243,95,Mike Jorgensen,Jorgensen
Ed Romero,R,71,160,0.247,8,Ed Romero,Romero
Rick Joseph,R,73,192,0.243,13,Rick Joseph,Joseph
Cecil Cooper,L,74,165,0.298,241,Cecil Cooper,Cooper
Bill Almon,R,75,180,0.254,36,Bill Almon,Almon
Joe Ferguson,R,74,200,0.24,122,Joe Ferguson,Ferguson
Jeff Jones,R,75,210,0,0,Jeff Jones,Jones
Jerry Terrell,R,71,165,0.253,4,Jerry Terrell,Terrell
John Poloni,L,77,210,0,0,John Poloni,Poloni
Dave Revering,L,76,210,0.265,62,Dave Revering,Revering
Curt Ford,L,70,150,0.245,7,Curt Ford,Ford
Jerry Dybzinski,R,74,180,0.234,3,Jerry Dybzinski,Dybzinski
Mike Willis,L,74,205,0,0,Mike Willis,Willis
Bob Burda,L,71,174,0.224,13,Bob Burda,Burda
Jesse Gonder,L,70,180,0.251,26,Jesse Gonder,Gonder
Gary Sutherland,R,72,185,0.243,24,Gary Sutherland,Sutherland
Bob Coluccio,R,71,183,0.22,26,Bob Coluccio,Coluccio
Dave Rader,L,71,165,0.257,30,Dave Rader,Rader
Ron Gardenhire,R,72,175,0.232,4,Ron Gardenhire,Gardenhire
Bill Sharp,L,70,178,0.255,9,Bill Sharp,Sharp
Alan Bannister,R,71,170,0.27,19,Alan Bannister,Bannister
Bob Watson,R,72,201,0.295,184,Bob Watson,Watson
Ken Harrelson,R,74,190,0.239,131,Ken Harrelson,Harrelson
Bobby Wine,R,73,187,0.215,30,Bobby Wine,Wine
Stefan Wever,R,80,245,0,0,Stefan Wever,Wever
John Kennedy,R,72,185,0.225,32,John Kennedy,Kennedy
Chico Ruiz,B,72,169,0.24,2,Chico Ruiz,Ruiz
Dave Johnson,R,73,183,0,0,Dave Johnson,Johnson
Gail Hopkins,L,70,198,0.266,25,Gail Hopkins,Hopkins
Doug Frobel,L,76,196,0.201,20,Doug Frobel,Frobel
Luis Melendez,R,72,165,0.248,9,Luis Melendez,Melendez
Jerry Augustine,L,72,183,0,0,Jerry Augustine,Augustine
Bill Plummer,R,73,190,0.188,14,Bill Plummer,Plummer
Buck Rodgers,B,74,190,0.232,31,Buck Rodgers,Rodgers
Phil Niekro,R,73,180,0.169,7,Phil Niekro,Niekro
Jeff Holly,L,77,210,0,0,Jeff Holly,Holly
Tom Poquette,L,70,175,0.268,10,Tom Poquette,Poquette
Eric Hetzel,R,75,175,0,0,Eric Hetzel,Hetzel
Brian Asselstine,L,73,175,0.254,12,Brian Asselstine,Asselstine
Rick Miller,L,72,175,0.269,28,Rick Miller,Miller
Ed Charles,R,70,170,0.263,86,Ed Charles,Charles
Luis Gomez,R,69,150,0.21,0,Luis Gomez,Gomez
Dave Lemanczyk,R,76,235,0,0,Dave Lemanczyk,Lemanczyk
Al Jones,R,76,210,0,0,Al Jones,Jones
Floyd Rayford,R,70,190,0.244,38,Floyd Rayford,Rayford
Sam Hinds,R,78,215,0,0,Sam Hinds,Hinds
Tony Conigliaro,R,75,185,0.264,166,Tony Conigliaro,Conigliaro
Clay Christiansen,R,77,205,0,0,Clay Christiansen,Christiansen
Jim Barr,R,75,205,0.162,1,Jim Barr,Barr
Jerry Remy,L,69,165,0.275,7,Jerry Remy,Remy
Larry Rothschild,L,74,180,0,0,Larry Rothschild,Rothschild
Frank Duffy,R,73,180,0.232,26,Frank Duffy,Duffy
Gary Lance,B,75,195,0,0,Gary Lance,Lance
Tom O'Malley,L,72,180,0.256,13,Tom O'Malley,O'Malley
Phil Garner,R,70,175,0.26,109,Phil Garner,Garner
Larry Pashnick,R,75,205,0,0,Larry Pashnick,Pashnick
Todd Fischer,R,70,170,0,0,Todd Fischer,Fischer
